,id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,seller_zip_code_prefix,seller_city,seller_state
12788,e4d325bd1eea550509bdbbc5c3301fc1,perfumaria,59.0,874.0,1.0,525.0,16.0,16.0,18.0,e910cff0c2911f3ca876a47602557c45,1,e4d325bd1eea550509bdbbc5c3301fc1,7178f9f4dd81dcef02f62acdf8151e01,2018-03-27 19:35:24,349.9,23.6,89560,videira,SC
12789,e4d325bd1eea550509bdbbc5c3301fc1,perfumaria,59.0,874.0,1.0,525.0,16.0,16.0,18.0,ee8bf4127ce5d16fe9b6e5a9a58a17e4,1,e4d325bd1eea550509bdbbc5c3301fc1,7178f9f4dd81dcef02f62acdf8151e01,2018-01-30 20:20:19,349.9,20.02,89560,videira,SC
12790,e4d325bd1eea550509bdbbc5c3301fc1,perfumaria,59.0,874.0,1.0,525.0,16.0,16.0,18.0,f84e76524c8a195a6b135461719b0c09,1,e4d325bd1eea550509bdbbc5c3301fc1,7178f9f4dd81dcef02f62acdf8151e01,2018-02-09 13:47:00,349.9,18.21,89560,videira,SC
12791,e4d325bd1eea550509bdbbc5c3301fc1,perfumaria,59.0,874.0,1.0,525.0,16.0,16.0,18.0,fccfd7d65e6d0ffd540eebaf81c2a29b,1,e4d325bd1eea550509bdbbc5c3301fc1,7178f9f4dd81dcef02f62acdf8151e01,2017-09-27 23:05:15,349.9,18.21,89560,videira,SC
12801,8b13342c7e5cfac764027523312cdf74,perfumaria,41.0,225.0,1.0,900.0,16.0,16.0,11.0,69b5bed2f63d703cc230ecce9fa7d86a,1,8b13342c7e5cfac764027523312cdf74,7178f9f4dd81dcef02f62acdf8151e01,2018-01-17 18:32:13,410.0,17.62,89560,videira,SC
12803,0d009643171aee696f4733340bc2fdd0,perfumaria,52.0,150.0,1.0,422.0,21.0,16.0,18.0,a84a0bd528e053f6b266e21bb1111e3f,1,0d009643171aee696f4733340bc2fdd0,620c87c171fb2a6dd6e8bb4dec959fc6,2018-07-09 20:31:35,319.9,15.45,25645,petropolis,RJ
12807,c20fbbd4ccf2f7da70e150689a6a905f,perfumaria,47.0,723.0,1.0,455.0,21.0,15.0,17.0,0d66368d8615f7b306db970f3ba475ee,1,c20fbbd4ccf2f7da70e150689a6a905f,620c87c171fb2a6dd6e8bb4dec959fc6,2017-09-14 10:30:28,309.9,9.91,25645,petropolis,RJ
12854,b7b00b45c6be180aba844784c6769d12,perfumaria,48.0,344.0,1.0,750.0,20.0,15.0,15.0,06d614f169d6f1a04c85b382d4bd462c,1,b7b00b45c6be180aba844784c6769d12,620c87c171fb2a6dd6e8bb4dec959fc6,2017-11-30 08:33:34,359.9,14.52,25645,petropolis,RJ
12855,b7b00b45c6be180aba844784c6769d12,perfumaria,48.0,344.0,1.0,750.0,20.0,15.0,15.0,465e0536b29a94542aa63d8546a3981a,1,b7b00b45c6be180aba844784c6769d12,620c87c171fb2a6dd6e8bb4dec959fc6,2018-06-12 21:30:47,359.9,16.46,25645,petropolis,RJ
12893,e9eebb8e8ba0fadb9020f8ba1c003b48,perfumaria,36.0,210.0,1.0,541.0,21.0,15.0,16.0,0132158c30672a8c52997a2492613ec2,1,e9eebb8e8ba0fadb9020f8ba1c003b48,620c87c171fb2a6dd6e8bb4dec959fc6,2017-03-19 23:23:23,399.9,13.41,25645,petropolis,RJ
12894,e9eebb8e8ba0fadb9020f8ba1c003b48,perfumaria,36.0,210.0,1.0,541.0,21.0,15.0,16.0,1cce7dd1eeb53ad0f97744d159ca50a2,1,e9eebb8e8ba0fadb9020f8ba1c003b48,620c87c171fb2a6dd6e8bb4dec959fc6,2017-02-18 08:14:47,379.9,16.83,25645,petropolis,RJ
12895,e9eebb8e8ba0fadb9020f8ba1c003b48,perfumaria,36.0,210.0,1.0,541.0,21.0,15.0,16.0,469e8e6e5a8946a3ba0e0835ae771e6b,1,e9eebb8e8ba0fadb9020f8ba1c003b48,620c87c171fb2a6dd6e8bb4dec959fc6,2017-02-14 14:34:59,379.9,16.83,25645,petropolis,RJ
12896,e9eebb8e8ba0fadb9020f8ba1c003b48,perfumaria,36.0,210.0,1.0,541.0,21.0,15.0,16.0,5c973d2b4652e1dec15353b59339f3b4,1,e9eebb8e8ba0fadb9020f8ba1c003b48,620c87c171fb2a6dd6e8bb4dec959fc6,2016-10-11 12:13:52,349.9,13.61,25645,petropolis,RJ
12897,e9eebb8e8ba0fadb9020f8ba1c003b48,perfumaria,36.0,210.0,1.0,541.0,21.0,15.0,16.0,78072efdb0265b1a3f43b4881fe9bfc2,1,e9eebb8e8ba0fadb9020f8ba1c003b48,620c87c171fb2a6dd6e8bb4dec959fc6,2017-03-13 11:03:27,389.9,27.29,25645,petropolis,RJ
12898,e9eebb8e8ba0fadb9020f8ba1c003b48,perfumaria,36.0,210.0,1.0,541.0,21.0,15.0,16.0,855e1b20c8aa2964bb871fd9cb5458f5,1,e9eebb8e8ba0fadb9020f8ba1c003b48,620c87c171fb2a6dd6e8bb4dec959fc6,2017-03-06 19:30:18,389.9,16.97,25645,petropolis,RJ
12899,e9eebb8e8ba0fadb9020f8ba1c003b48,perfumaria,36.0,210.0,1.0,541.0,21.0,15.0,16.0,982922a8af746de85725f937892b8a89,1,e9eebb8e8ba0fadb9020f8ba1c003b48,620c87c171fb2a6dd6e8bb4dec959fc6,2017-03-10 13:10:38,389.9,16.97,25645,petropolis,RJ
12900,e9eebb8e8ba0fadb9020f8ba1c003b48,perfumaria,36.0,210.0,1.0,541.0,21.0,15.0,16.0,a8026b902d1c542d5a42d1010f8f752d,1,e9eebb8e8ba0fadb9020f8ba1c003b48,620c87c171fb2a6dd6e8bb4dec959fc6,2017-04-06 13:06:25,329.9,16.48,25645,petropolis,RJ
12901,e9eebb8e8ba0fadb9020f8ba1c003b48,perfumaria,36.0,210.0,1.0,541.0,21.0,15.0,16.0,da755d3951cfe68afca1b5aeddac7d81,1,e9eebb8e8ba0fadb9020f8ba1c003b48,620c87c171fb2a6dd6e8bb4dec959fc6,2017-02-17 14:53:32,379.9,27.15,25645,petropolis,RJ
12902,e9eebb8e8ba0fadb9020f8ba1c003b48,perfumaria,36.0,210.0,1.0,541.0,21.0,15.0,16.0,f1170c260d0d021017645fd94d65d78b,1,e9eebb8e8ba0fadb9020f8ba1c003b48,620c87c171fb2a6dd6e8bb4dec959fc6,2017-03-02 15:10:17,389.9,20.23,25645,petropolis,RJ
12909,c344623528c017d4fa7c51cb56d17a98,perfumaria,32.0,703.0,1.0,552.0,23.0,14.0,19.0,b7e5018200fadf97c42e54cbd8814914,1,c344623528c017d4fa7c51cb56d17a98,620c87c171fb2a6dd6e8bb4dec959fc6,2018-02-21 08:55:53,399.9,17.55,25645,petropolis,RJ
12910,c344623528c017d4fa7c51cb56d17a98,perfumaria,32.0,703.0,1.0,552.0,23.0,14.0,19.0,e687c9cd3e2434f95fc04a1b0c6c14d0,1,c344623528c017d4fa7c51cb56d17a98,620c87c171fb2a6dd6e8bb4dec959fc6,2018-04-24 09:35:16,359.9,53.02,25645,petropolis,RJ
12911,c344623528c017d4fa7c51cb56d17a98,perfumaria,32.0,703.0,1.0,552.0,23.0,14.0,19.0,f6cf8d4fd766fb0bd2d664fbbc94e9b7,1,c344623528c017d4fa7c51cb56d17a98,620c87c171fb2a6dd6e8bb4dec959fc6,2018-03-29 11:28:40,359.9,20.4,25645,petropolis,RJ
12916,f4938e02188d323c8412d2ea07d230e4,perfumaria,56.0,182.0,1.0,3733.0,22.0,29.0,27.0,068d8eb8e288e07e76b3e86b4a793f31,1,f4938e02188d323c8412d2ea07d230e4,620c87c171fb2a6dd6e8bb4dec959fc6,2017-06-13 23:45:17,349.9,18.21,25645,petropolis,RJ
12917,f4938e02188d323c8412d2ea07d230e4,perfumaria,56.0,182.0,1.0,3733.0,22.0,29.0,27.0,1a445e2bf6e78d243bfe5d232187635c,1,f4938e02188d323c8412d2ea07d230e4,620c87c171fb2a6dd6e8bb4dec959fc6,2017-04-11 19:10:18,349.9,16.62,25645,petropolis,RJ
12918,f4938e02188d323c8412d2ea07d230e4,perfumaria,56.0,182.0,1.0,3733.0,22.0,29.0,27.0,5be6381ed661b90ec9f7cfe2b7042955,1,f4938e02188d323c8412d2ea07d230e4,620c87c171fb2a6dd6e8bb4dec959fc6,2018-01-31 16:31:53,369.9,18.35,25645,petropolis,RJ
12919,f4938e02188d323c8412d2ea07d230e4,perfumaria,56.0,182.0,1.0,3733.0,22.0,29.0,27.0,5be6381ed661b90ec9f7cfe2b7042955,2,f4938e02188d323c8412d2ea07d230e4,620c87c171fb2a6dd6e8bb4dec959fc6,2018-01-31 16:31:53,369.9,18.35,25645,petropolis,RJ
12920,f4938e02188d323c8412d2ea07d230e4,perfumaria,56.0,182.0,1.0,3733.0,22.0,29.0,27.0,8cfddf5c3bd7fbfd1788b72b5bb9341e,1,f4938e02188d323c8412d2ea07d230e4,620c87c171fb2a6dd6e8bb4dec959fc6,2017-09-21 14:10:28,359.9,18.28,25645,petropolis,RJ
12921,f4938e02188d323c8412d2ea07d230e4,perfumaria,56.0,182.0,1.0,3733.0,22.0,29.0,27.0,d3e393e0070015bc43d8c9973d2403e6,1,f4938e02188d323c8412d2ea07d230e4,620c87c171fb2a6dd6e8bb4dec959fc6,2018-05-23 11:55:17,369.9,21.56,25645,petropolis,RJ
12922,f4938e02188d323c8412d2ea07d230e4,perfumaria,56.0,182.0,1.0,3733.0,22.0,29.0,27.0,e0c83ad159e2cd8db050164ca8b9b9b5,1,f4938e02188d323c8412d2ea07d230e4,620c87c171fb2a6dd6e8bb4dec959fc6,2018-01-24 22:41:09,369.9,12.0,25645,petropolis,RJ
12944,87f6a4366535fdaa380ac373b83dc752,perfumaria,35.0,316.0,1.0,550.0,20.0,20.0,30.0,8a456a91c540561a48650b2954977017,1,87f6a4366535fdaa380ac373b83dc752,620c87c171fb2a6dd6e8bb4dec959fc6,2018-07-26 16:31:45,339.9,25.53,25645,petropolis,RJ
12945,87f6a4366535fdaa380ac373b83dc752,perfumaria,35.0,316.0,1.0,550.0,20.0,20.0,30.0,c9c2db5b32175fba946f9600ff4a9bc3,1,87f6a4366535fdaa380ac373b83dc752,620c87c171fb2a6dd6e8bb4dec959fc6,2018-06-04 13:31:01,339.9,24.09,25645,petropolis,RJ
12946,87f6a4366535fdaa380ac373b83dc752,perfumaria,35.0,316.0,1.0,550.0,20.0,20.0,30.0,ef82a7205d24d2a9fb1e00177ebf9132,1,87f6a4366535fdaa380ac373b83dc752,620c87c171fb2a6dd6e8bb4dec959fc6,2018-05-04 20:55:22,339.9,24.09,25645,petropolis,RJ
13138,e5fe79a5ccd19d20b3b095bf73cf9b5d,perfumaria,37.0,742.0,1.0,258.0,23.0,15.0,18.0,641260b6b13348c1853886a738a7f9b0,1,e5fe79a5ccd19d20b3b095bf73cf9b5d,620c87c171fb2a6dd6e8bb4dec959fc6,2017-11-07 04:07:21,369.9,18.35,25645,petropolis,RJ
13139,e5fe79a5ccd19d20b3b095bf73cf9b5d,perfumaria,37.0,742.0,1.0,258.0,23.0,15.0,18.0,79c294f3f4e5a5957b8a02e8a7c8cf17,1,e5fe79a5ccd19d20b3b095bf73cf9b5d,620c87c171fb2a6dd6e8bb4dec959fc6,2017-10-25 22:05:54,369.9,15.47,25645,petropolis,RJ
13140,e5fe79a5ccd19d20b3b095bf73cf9b5d,perfumaria,37.0,742.0,1.0,258.0,23.0,15.0,18.0,85e192c4059abd147aed4fbb0f43b7a4,1,e5fe79a5ccd19d20b3b095bf73cf9b5d,620c87c171fb2a6dd6e8bb4dec959fc6,2017-11-16 22:10:50,369.9,20.16,25645,petropolis,RJ
13141,e5fe79a5ccd19d20b3b095bf73cf9b5d,perfumaria,37.0,742.0,1.0,258.0,23.0,15.0,18.0,988b9c003bf679e9c005ddc75d4567e7,1,e5fe79a5ccd19d20b3b095bf73cf9b5d,620c87c171fb2a6dd6e8bb4dec959fc6,2017-09-21 11:35:26,359.9,18.28,25645,petropolis,RJ
13142,e5fe79a5ccd19d20b3b095bf73cf9b5d,perfumaria,37.0,742.0,1.0,258.0,23.0,15.0,18.0,b9075978138552299e67a2f2c430b75b,1,e5fe79a5ccd19d20b3b095bf73cf9b5d,620c87c171fb2a6dd6e8bb4dec959fc6,2017-11-20 18:30:30,369.9,12.0,25645,petropolis,RJ
13143,e5fe79a5ccd19d20b3b095bf73cf9b5d,perfumaria,37.0,742.0,1.0,258.0,23.0,15.0,18.0,c522b045e713a7b8bd172fcc37f116bf,1,e5fe79a5ccd19d20b3b095bf73cf9b5d,620c87c171fb2a6dd6e8bb4dec959fc6,2017-09-27 07:35:10,359.9,20.09,25645,petropolis,RJ
13144,e5fe79a5ccd19d20b3b095bf73cf9b5d,perfumaria,37.0,742.0,1.0,258.0,23.0,15.0,18.0,f8577a7c62ea6630f36ed31870b83462,1,e5fe79a5ccd19d20b3b095bf73cf9b5d,620c87c171fb2a6dd6e8bb4dec959fc6,2017-09-06 11:24:22,359.9,17.27,25645,petropolis,RJ
13173,d914a2a0c672fc21c9f0087e07e9e881,perfumaria,39.0,302.0,1.0,12600.0,50.0,50.0,30.0,8846a9571a893b22eb57d4732b978bbb,1,d914a2a0c672fc21c9f0087e07e9e881,620c87c171fb2a6dd6e8bb4dec959fc6,2017-01-30 20:44:49,379.9,45.12,25645,petropolis,RJ
13174,fdde5bfe43004cc06f12152870b951f4,perfumaria,37.0,1470.0,2.0,475.0,20.0,16.0,16.0,0744f9056deb109779f1b309822c0d02,1,fdde5bfe43004cc06f12152870b951f4,620c87c171fb2a6dd6e8bb4dec959fc6,2017-11-07 22:55:30,369.9,18.35,25645,petropolis,RJ
13175,fdde5bfe43004cc06f12152870b951f4,perfumaria,37.0,1470.0,2.0,475.0,20.0,16.0,16.0,ea921667f0ab37edbe094d0e67c9d454,1,fdde5bfe43004cc06f12152870b951f4,620c87c171fb2a6dd6e8bb4dec959fc6,2017-04-12 10:02:22,369.9,16.76,25645,petropolis,RJ
13176,fdde5bfe43004cc06f12152870b951f4,perfumaria,37.0,1470.0,2.0,475.0,20.0,16.0,16.0,f907eb5eddb04b68f52bbba38b075e8d,1,fdde5bfe43004cc06f12152870b951f4,620c87c171fb2a6dd6e8bb4dec959fc6,2017-11-28 08:06:50,369.9,18.35,25645,petropolis,RJ
13278,78258dcdffa72f0a40e1fd93b9a52b3d,perfumaria,53.0,1207.0,1.0,525.0,22.0,14.0,23.0,b6f5abd372e047f666f90ef9456c4eb4,1,78258dcdffa72f0a40e1fd93b9a52b3d,620c87c171fb2a6dd6e8bb4dec959fc6,2018-08-20 00:50:15,369.9,24.52,25645,petropolis,RJ
13281,fd1976772549ed5b4aed965293122ac8,perfumaria,35.0,629.0,1.0,458.0,18.0,18.0,17.0,5e429d7b3e086bc3af78f2f42b9c5937,1,fd1976772549ed5b4aed965293122ac8,620c87c171fb2a6dd6e8bb4dec959fc6,2018-03-15 19:28:32,339.9,21.35,25645,petropolis,RJ
13306,30b71c9c4072aedc2eab725fa28f50ed,perfumaria,39.0,721.0,1.0,463.0,19.0,13.0,17.0,6574317cd3327f737e39fd9a77969ef2,1,30b71c9c4072aedc2eab725fa28f50ed,620c87c171fb2a6dd6e8bb4dec959fc6,2018-06-25 10:31:37,329.9,15.52,25645,petropolis,RJ
13307,30b71c9c4072aedc2eab725fa28f50ed,perfumaria,39.0,721.0,1.0,463.0,19.0,13.0,17.0,774359a2a8b6be829653bae9390a0dd0,1,30b71c9c4072aedc2eab725fa28f50ed,620c87c171fb2a6dd6e8bb4dec959fc6,2018-05-17 16:30:30,329.9,20.19,25645,petropolis,RJ
13323,04c48a5fe31aedc4ef3896c005fd483c,perfumaria,36.0,574.0,1.0,449.0,19.0,14.0,14.0,06dec2690e0cd75d327646a81fdba74d,1,04c48a5fe31aedc4ef3896c005fd483c,620c87c171fb2a6dd6e8bb4dec959fc6,2017-02-02 14:30:57,309.9,18.0,25645,petropolis,RJ
13324,04c48a5fe31aedc4ef3896c005fd483c,perfumaria,36.0,574.0,1.0,449.0,19.0,14.0,14.0,73aca43a4a4709c819920271b2743341,1,04c48a5fe31aedc4ef3896c005fd483c,620c87c171fb2a6dd6e8bb4dec959fc6,2017-02-10 14:38:16,309.9,16.34,25645,petropolis,RJ
13325,04c48a5fe31aedc4ef3896c005fd483c,perfumaria,36.0,574.0,1.0,449.0,19.0,14.0,14.0,8e481ac12e05d41b6bcda081f132789c,1,04c48a5fe31aedc4ef3896c005fd483c,620c87c171fb2a6dd6e8bb4dec959fc6,2017-03-24 17:54:15,319.9,16.41,25645,petropolis,RJ
13326,04c48a5fe31aedc4ef3896c005fd483c,perfumaria,36.0,574.0,1.0,449.0,19.0,14.0,14.0,a6dfab363a9e239287c4b1e3c275fb93,1,04c48a5fe31aedc4ef3896c005fd483c,620c87c171fb2a6dd6e8bb4dec959fc6,2017-01-30 09:11:37,309.9,26.66,25645,petropolis,RJ
13327,04c48a5fe31aedc4ef3896c005fd483c,perfumaria,36.0,574.0,1.0,449.0,19.0,14.0,14.0,af7ae6bafcf0885e40e8c5fd1ef4c745,1,04c48a5fe31aedc4ef3896c005fd483c,620c87c171fb2a6dd6e8bb4dec959fc6,2017-03-23 15:20:25,319.9,16.41,25645,petropolis,RJ
13328,04c48a5fe31aedc4ef3896c005fd483c,perfumaria,36.0,574.0,1.0,449.0,19.0,14.0,14.0,b11356165e2d19ac9c425e2f38b770e3,1,04c48a5fe31aedc4ef3896c005fd483c,620c87c171fb2a6dd6e8bb4dec959fc6,2017-02-12 13:23:53,309.9,17.87,25645,petropolis,RJ
13329,04c48a5fe31aedc4ef3896c005fd483c,perfumaria,36.0,574.0,1.0,449.0,19.0,14.0,14.0,b9e69989a006047e2c8ee665b51b10db,1,04c48a5fe31aedc4ef3896c005fd483c,620c87c171fb2a6dd6e8bb4dec959fc6,2017-02-11 14:24:33,309.9,16.34,25645,petropolis,RJ
13330,04c48a5fe31aedc4ef3896c005fd483c,perfumaria,36.0,574.0,1.0,449.0,19.0,14.0,14.0,c920c9b4a0fbe334f146d3b9822f3cce,1,04c48a5fe31aedc4ef3896c005fd483c,620c87c171fb2a6dd6e8bb4dec959fc6,2017-02-13 12:53:13,309.9,17.87,25645,petropolis,RJ
13369,e61721efa0db661f7cdc3d37663135e0,perfumaria,32.0,328.0,1.0,700.0,50.0,40.0,30.0,7ae3a62a49f6479010163c2153e9bece,1,e61721efa0db661f7cdc3d37663135e0,620c87c171fb2a6dd6e8bb4dec959fc6,2018-06-08 12:30:34,429.9,21.98,25645,petropolis,RJ
13370,3ad77ee47938193d6240dadba0feeaa0,perfumaria,48.0,1067.0,2.0,419.0,20.0,17.0,20.0,e0a7b1bed2f7b6ea6f1ad9fab878cb12,1,3ad77ee47938193d6240dadba0feeaa0,620c87c171fb2a6dd6e8bb4dec959fc6,2018-06-15 10:15:18,349.9,20.33,25645,petropolis,RJ
13378,196c1cb4773764eca858159261a90f35,perfumaria,33.0,849.0,1.0,400.0,20.0,20.0,30.0,5765cf3a5fe5d5d74cfac532f9d48939,1,196c1cb4773764eca858159261a90f35,620c87c171fb2a6dd6e8bb4dec959fc6,2018-06-14 11:50:57,309.9,23.88,25645,petropolis,RJ
13379,196c1cb4773764eca858159261a90f35,perfumaria,33.0,849.0,1.0,400.0,20.0,20.0,30.0,a25d43b087190f76ed13ac240693ded6,1,196c1cb4773764eca858159261a90f35,620c87c171fb2a6dd6e8bb4dec959fc6,2018-06-15 18:55:26,309.9,20.05,25645,petropolis,RJ
13380,196c1cb4773764eca858159261a90f35,perfumaria,33.0,849.0,1.0,400.0,20.0,20.0,30.0,ea3da9210148306e5b1bbb843c19e65f,1,196c1cb4773764eca858159261a90f35,620c87c171fb2a6dd6e8bb4dec959fc6,2018-03-01 02:29:00,319.9,16.99,25645,petropolis,RJ
13424,5e57a146ccdca976190821a00a059ebf,perfumaria,43.0,837.0,2.0,411.0,21.0,19.0,19.0,1489856fc5e3169af6b06edbc1aeb1b1,1,5e57a146ccdca976190821a00a059ebf,620c87c171fb2a6dd6e8bb4dec959fc6,2017-02-02 20:24:13,369.9,18.0,25645,petropolis,RJ
13425,5e57a146ccdca976190821a00a059ebf,perfumaria,43.0,837.0,2.0,411.0,21.0,19.0,19.0,adf4112330df6649bdfd1fb027d98e09,1,5e57a146ccdca976190821a00a059ebf,620c87c171fb2a6dd6e8bb4dec959fc6,2017-04-13 02:15:07,369.9,16.76,25645,petropolis,RJ
13426,5e57a146ccdca976190821a00a059ebf,perfumaria,43.0,837.0,2.0,411.0,21.0,19.0,19.0,df30f88407baa98218b16abe7032899a,1,5e57a146ccdca976190821a00a059ebf,620c87c171fb2a6dd6e8bb4dec959fc6,2016-10-12 13:22:13,339.9,21.27,25645,petropolis,RJ
13427,5e57a146ccdca976190821a00a059ebf,perfumaria,43.0,837.0,2.0,411.0,21.0,19.0,19.0,f716dffba1232aaef7c899fb8c14db97,1,5e57a146ccdca976190821a00a059ebf,620c87c171fb2a6dd6e8bb4dec959fc6,2016-10-11 15:59:26,339.9,14.45,25645,petropolis,RJ
13428,bef6177f54efb9a6218e124b629fc152,perfumaria,42.0,850.0,1.0,510.0,20.0,13.0,15.0,1eeef7bced6c37a113b31c503ba1cdc4,1,bef6177f54efb9a6218e124b629fc152,620c87c171fb2a6dd6e8bb4dec959fc6,2017-12-18 00:10:15,339.9,18.14,25645,petropolis,RJ
13429,bef6177f54efb9a6218e124b629fc152,perfumaria,42.0,850.0,1.0,510.0,20.0,13.0,15.0,372eae5bd782b2b5d308bb2d2f5e49af,1,bef6177f54efb9a6218e124b629fc152,620c87c171fb2a6dd6e8bb4dec959fc6,2017-12-06 17:19:56,339.9,18.14,25645,petropolis,RJ
13430,bef6177f54efb9a6218e124b629fc152,perfumaria,42.0,850.0,1.0,510.0,20.0,13.0,15.0,37e87d7b071633ba92f5ef06491b781a,1,bef6177f54efb9a6218e124b629fc152,620c87c171fb2a6dd6e8bb4dec959fc6,2017-12-05 23:31:38,339.9,11.79,25645,petropolis,RJ
13431,bef6177f54efb9a6218e124b629fc152,perfumaria,42.0,850.0,1.0,510.0,20.0,13.0,15.0,4a9535cd904e916ca0286823298d30ed,1,bef6177f54efb9a6218e124b629fc152,620c87c171fb2a6dd6e8bb4dec959fc6,2017-12-06 00:31:27,339.9,18.14,25645,petropolis,RJ
13432,bef6177f54efb9a6218e124b629fc152,perfumaria,42.0,850.0,1.0,510.0,20.0,13.0,15.0,4e0091a0a84b39634a3ecc33bdc49d09,1,bef6177f54efb9a6218e124b629fc152,620c87c171fb2a6dd6e8bb4dec959fc6,2017-12-06 13:53:30,339.9,18.14,25645,petropolis,RJ
13433,bef6177f54efb9a6218e124b629fc152,perfumaria,42.0,850.0,1.0,510.0,20.0,13.0,15.0,62505127063f51deaf665f237ee748c2,1,bef6177f54efb9a6218e124b629fc152,620c87c171fb2a6dd6e8bb4dec959fc6,2017-12-12 13:10:17,339.9,18.14,25645,petropolis,RJ
13434,bef6177f54efb9a6218e124b629fc152,perfumaria,42.0,850.0,1.0,510.0,20.0,13.0,15.0,648452a05889f314b2b625e34ebb05ed,1,bef6177f54efb9a6218e124b629fc152,620c87c171fb2a6dd6e8bb4dec959fc6,2017-09-13 18:43:55,339.9,17.13,25645,petropolis,RJ
13435,bef6177f54efb9a6218e124b629fc152,perfumaria,42.0,850.0,1.0,510.0,20.0,13.0,15.0,8566f753d23664b0c4e44544fab50d6f,1,bef6177f54efb9a6218e124b629fc152,620c87c171fb2a6dd6e8bb4dec959fc6,2017-12-06 01:52:03,339.9,19.95,25645,petropolis,RJ
13436,bef6177f54efb9a6218e124b629fc152,perfumaria,42.0,850.0,1.0,510.0,20.0,13.0,15.0,c1316e479de7898b749066f40449a05f,1,bef6177f54efb9a6218e124b629fc152,620c87c171fb2a6dd6e8bb4dec959fc6,2017-12-18 08:37:22,339.9,11.79,25645,petropolis,RJ
13437,bef6177f54efb9a6218e124b629fc152,perfumaria,42.0,850.0,1.0,510.0,20.0,13.0,15.0,c2b4140e1e7ac4f534dfc6713cd6b93a,1,bef6177f54efb9a6218e124b629fc152,620c87c171fb2a6dd6e8bb4dec959fc6,2017-12-14 16:30:52,339.9,28.92,25645,petropolis,RJ
13438,bef6177f54efb9a6218e124b629fc152,perfumaria,42.0,850.0,1.0,510.0,20.0,13.0,15.0,e55a581d6b3fcf41394ef2afb9a4205e,1,bef6177f54efb9a6218e124b629fc152,620c87c171fb2a6dd6e8bb4dec959fc6,2017-12-13 18:53:39,339.9,18.14,25645,petropolis,RJ
13439,bef6177f54efb9a6218e124b629fc152,perfumaria,42.0,850.0,1.0,510.0,20.0,13.0,15.0,f9b8f31744dba7c23d41cb9ae8e025e9,1,bef6177f54efb9a6218e124b629fc152,620c87c171fb2a6dd6e8bb4dec959fc6,2017-09-08 04:50:38,339.9,10.12,25645,petropolis,RJ
13478,0d9957ab8ffb09053626ff10f7b5876b,perfumaria,41.0,1044.0,1.0,600.0,21.0,11.0,16.0,29ce31378acbd5bc48a0518e3770eb8c,1,0d9957ab8ffb09053626ff10f7b5876b,620c87c171fb2a6dd6e8bb4dec959fc6,2017-04-14 11:55:15,355.9,26.98,25645,petropolis,RJ
13479,0d9957ab8ffb09053626ff10f7b5876b,perfumaria,41.0,1044.0,1.0,600.0,21.0,11.0,16.0,8a5f32ecf64f7184eaf136788c11f13a,1,0d9957ab8ffb09053626ff10f7b5876b,620c87c171fb2a6dd6e8bb4dec959fc6,2017-04-14 14:05:14,355.9,16.66,25645,petropolis,RJ
13488,0de1e69dff6f40f9f71be7034a8bb8d2,perfumaria,42.0,388.0,1.0,579.0,21.0,13.0,17.0,14f0a731b7bacd25973e4b5edc708af7,1,0de1e69dff6f40f9f71be7034a8bb8d2,620c87c171fb2a6dd6e8bb4dec959fc6,2017-04-06 16:55:19,309.9,19.6,25645,petropolis,RJ
13489,0de1e69dff6f40f9f71be7034a8bb8d2,perfumaria,42.0,388.0,1.0,579.0,21.0,13.0,17.0,354ca44327bb555017ef42fd921ada11,1,0de1e69dff6f40f9f71be7034a8bb8d2,620c87c171fb2a6dd6e8bb4dec959fc6,2017-02-03 16:33:23,349.9,18.0,25645,petropolis,RJ
13490,0de1e69dff6f40f9f71be7034a8bb8d2,perfumaria,42.0,388.0,1.0,579.0,21.0,13.0,17.0,6288a28742bf3c6ec3bd2cb7012176bb,1,0de1e69dff6f40f9f71be7034a8bb8d2,620c87c171fb2a6dd6e8bb4dec959fc6,2017-04-20 18:42:06,369.9,13.2,25645,petropolis,RJ
13491,0de1e69dff6f40f9f71be7034a8bb8d2,perfumaria,42.0,388.0,1.0,579.0,21.0,13.0,17.0,681dcd4b4304448b7619c295f1048482,1,0de1e69dff6f40f9f71be7034a8bb8d2,620c87c171fb2a6dd6e8bb4dec959fc6,2017-05-24 08:15:17,309.9,16.92,25645,petropolis,RJ
13492,0de1e69dff6f40f9f71be7034a8bb8d2,perfumaria,42.0,388.0,1.0,579.0,21.0,13.0,17.0,69e43c38d7f53b87baae3045be7517b1,1,0de1e69dff6f40f9f71be7034a8bb8d2,620c87c171fb2a6dd6e8bb4dec959fc6,2017-02-17 22:44:35,369.9,13.2,25645,petropolis,RJ
13493,0de1e69dff6f40f9f71be7034a8bb8d2,perfumaria,42.0,388.0,1.0,579.0,21.0,13.0,17.0,8dc67de08c1738a90e70f62f2920b432,1,0de1e69dff6f40f9f71be7034a8bb8d2,620c87c171fb2a6dd6e8bb4dec959fc6,2017-01-29 01:29:42,349.9,19.88,25645,petropolis,RJ
